CODMUNRES,ANO,OBITOS_PERINATAIS,OBITOS_NEONATAIS,OBITOS_INFANTIS,OBITOS_TOTAIS
411820,2017,1,0,11,942
411820,2018,0,0,20,1004
411820,2019,1,0,19,1012
411830,2012,0,0,1,17
411830,2014,0,0,1,13
411840,2012,2,0,11,620
411840,2013,0,0,9,583
411840,2014,0,0,15,627
411840,2015,0,1,7,656
411840,2016,0,1,9,640
411840,2017,0,0,5,590
411840,2018,0,0,7,641
411840,2019,0,0,15,704
411845,2012,0,0,2,41
411845,2014,0,0,2,34
411845,2015,0,0,1,46
411845,2017,0,0,2,43
411850,2012,0,0,16,404
411850,2013,0,1,14,436
411850,2014,1,1,16,447
411850,2015,0,1,11,455
411850,2016,0,1,15,474
411850,2017,0,0,13,424
411850,2018,0,1,10,514
411850,2019,0,1,20,518
411860,2018,0,0,1,33
411870,2012,0,0,2,62
411870,2014,0,0,3,62
411870,2016,0,0,1,43
411870,2017,0,1,0,59
411880,2012,0,0,1,85
411880,2013,0,0,3,123
411880,2014,0,0,5,92
411880,2015,0,0,3,105
411880,2016,0,0,1,116
411880,2017,0,0,3,110
411880,2019,0,0,2,91
411885,2012,0,0,1,52
411885,2017,0,0,1,41
411885,2018,0,0,3,52
411885,2019,0,0,2,58
411890,2012,0,0,3,86
411890,2014,0,0,2,79
411890,2015,0,0,2,107
411890,2016,0,0,4,112
411890,2017,0,0,1,78
411890,2018,0,0,6,96
411890,2019,0,0,3,107
411900,2012,0,0,1,51
411900,2015,0,0,1,43
411900,2019,0,0,1,33
411910,2013,0,0,2,67
411910,2014,0,2,2,76
411910,2015,0,0,2,64
411910,2016,0,0,3,71
411910,2017,0,0,1,64
411910,2018,0,0,2,73
411915,2012,0,0,20,679
411915,2013,0,1,17,769
411915,2014,0,0,18,718
411915,2015,0,0,15,678
411915,2016,0,1,20,773
411915,2017,0,4,17,684
411915,2018,0,0,11,723
411915,2019,0,1,12,677
411920,2013,0,0,1,56
411920,2015,0,0,1,56
411920,2016,0,0,1,55
411920,2019,0,0,1,55
411925,2013,0,0,1,13
411925,2014,0,1,0,17
411925,2016,0,0,2,25
411925,2018,0,0,1,26
411930,2012,0,1,7,195
411930,2013,0,1,11,173
411930,2014,0,0,10,204
411930,2015,0,0,10,189
411930,2016,0,0,6,217
411930,2017,0,0,6,217
411930,2018,0,0,5,207
411930,2019,0,0,10,199
411940,2012,0,0,5,159
411940,2013,0,0,2,159
411940,2014,0,0,7,186
411940,2015,0,0,5,187
411940,2016,0,0,5,202
411940,2017,0,0,2,190
411940,2018,0,0,2,156
411940,2019,0,0,3,195
411950,2012,0,0,23,565
411950,2013,0,0,23,592
411950,2014,0,0,24,583
411950,2015,0,0,8,572
411950,2016,1,0,26,583
411950,2017,0,1,18,566
411950,2018,0,1,23,593
411950,2019,2,1,28,583
411960,2012,0,0,5,233
411960,2013,0,0,2,222
411960,2014,0,0,5,223
411960,2015,0,0,5,227
411960,2016,0,0,5,249
411960,2017,1,0,3,222
411960,2018,0,0,5,227
411960,2019,0,1,3,231
411965,2015,0,0,1,23
411970,2016,0,0,2,31
411970,2018,0,0,1,50
411980,2012,0,0,2,106
411980,2013,0,0,1,90
411980,2014,0,0,2,107
411980,2016,0,0,1,117
411980,2017,0,0,3,119
411980,2018,0,0,1,118
411980,2019,0,0,1,105
411990,2012,1,1,52,2099
411990,2013,0,2,54,2183
411990,2014,1,2,62,2180
411990,2015,0,0,59,2251
411990,2016,1,0,57,2346
411990,2017,0,1,66,2235
411990,2018,0,3,67,2271
411990,2019,0,4,61,2428
411995,2012,0,0,3,135
411995,2013,0,1,7,158
411995,2014,0,0,2,146
411995,2015,0,0,6,174
411995,2016,0,0,5,191
411995,2017,0,1,3,187
411995,2018,0,0,3,195
411995,2019,0,0,5,196
412000,2012,0,0,2,111
412000,2014,0,0,3,119
412000,2015,3,0,2,108
412000,2016,0,0,2,96
412000,2017,0,0,3,111
412000,2018,0,0,5,115
412000,2019,0,0,2,118
412010,2013,0,0,1,38
412010,2018,0,0,2,35
412015,2012,0,0,1,16
412015,2014,0,0,1,21
412015,2017,0,0,1,26
412015,2019,0,0,1,28
412020,2015,0,0,1,20
412030,2014,0,0,1,32
412030,2015,0,0,2,36
412033,2012,0,0,1,29
412033,2014,0,0,1,33
412033,2016,0,0,2,33
412033,2018,0,0,2,18
412033,2019,0,0,1,32
412035,2013,0,1,1,56
412035,2014,0,0,2,44
412035,2016,0,0,2,48
412035,2019,0,0,1,46
412040,2013,0,0,3,43
412040,2014,0,0,1,29
412040,2017,0,0,1,25
412040,2018,0,0,3,26
412040,2019,0,0,1,31
412050,2013,0,0,2,87
412050,2014,0,0,2,94
412050,2015,0,0,2,72
412050,2016,0,0,1,86
412050,2019,0,0,1,82
412060,2012,0,0,5,364
412060,2013,0,0,6,389
412060,2014,0,0,10,357
412060,2015,0,1,5,359
412060,2016,0,1,8,376
412060,2017,0,0,8,401
412060,2018,2,0,5,377
412060,2019,0,1,5,419
412065,2012,0,0,1,46
412065,2013,0,0,2,34
412065,2014,0,0,1,38
412065,2015,0,0,1,49
412065,2016,0,0,1,36
412065,2017,1,0,0,40
412070,2012,0,0,2,58
412070,2013,0,0,2,56
412070,2014,0,0,1,68
412070,2015,0,0,1,67
412070,2016,1,0,4,77
412070,2018,0,0,1,69
412070,2019,0,0,1,74
412080,2012,0,0,5,124
412080,2013,0,0,10,136
412080,2014,0,0,2,114
412080,2015,0,0,5,144
412080,2016,0,0,2,134
412080,2017,0,0,6,124
412080,2019,0,0,1,133
412085,2014,0,0,1,28
412085,2016,0,0,2,39
412085,2018,0,0,2,44
412090,2012,0,0,7,201
412090,2013,0,0,7,180
412090,2014,0,0,5,165
412090,2015,0,0,2,171
412090,2016,0,0,4,218
412090,2017,0,0,6,226
412090,2018,0,1,5,191
412090,2019,0,1,11,230
412100,2012,0,0,4,85
412100,2013,0,1,2,88
412100,2014,0,0,2,74
412100,2015,0,0,3,86
412100,2016,0,0,1,81
412100,2018,0,0,1,72
412100,2019,0,0,3,78
412110,2012,0,0,2,34
412110,2013,0,0,1,36
412110,2015,1,0,0,38
412110,2017,0,0,1,36
412110,2018,0,0,1,42
412120,2012,0,0,1,121
412120,2013,0,0,2,117
412120,2014,0,0,3,119
412120,2016,0,0,5,143
412120,2017,0,0,1,123
412120,2018,0,0,2,116
412120,2019,0,0,1,119
412125,2012,0,0,1,28
412125,2013,0,0,2,25
412125,2017,0,0,1,29
412125,2018,0,0,1,25
412125,2019,0,1,0,29
412130,2012,0,0,2,31
412130,2015,0,0,1,39
412130,2016,0,0,1,39
412135,2014,0,0,1,17
412135,2016,0,0,1,25
412135,2018,0,1,0,21
412140,2012,0,0,6,119
412140,2013,0,0,6,121
412140,2014,0,0,1,131
412140,2015,0,0,3,114
412140,2016,0,0,1,116
412140,2017,0,1,2,128
412150,2012,0,0,1,104
412150,2013,0,0,3,97
412150,2014,0,0,4,104
412150,2015,0,0,2,94
412150,2016,0,0,4,117
412150,2017,0,0,4,106
412150,2018,0,0,2,98
412150,2019,0,0,2,115
412160,2012,0,0,1,48
412160,2013,0,0,2,44
412160,2014,0,0,2,50
412160,2015,0,0,1,38
412160,2016,0,0,1,54
412160,2017,1,0,1,49
412170,2012,2,1,6,166
412170,2013,0,1,5,150
412170,2014,0,0,9,177
412170,2015,0,2,4,186
412170,2016,0,0,4,201
412170,2017,0,0,4,185
412170,2018,0,2,3,178
412170,2019,0,0,3,173
412175,2012,0,0,2,34
412175,2014,0,0,5,28
412175,2016,0,0,2,39
412175,2017,0,0,1,29
412175,2018,0,0,1,47
412175,2019,0,0,1,41
412180,2012,0,0,4,100
412180,2014,0,0,3,91
412180,2015,0,0,2,80
412180,2016,0,0,4,103
412180,2017,0,1,3,94
412180,2018,0,0,1,117
412180,2019,0,0,2,104
412190,2012,0,0,2,126
412190,2014,0,0,2,123
412190,2015,0,1,2,125
412190,2016,0,0,3,141
412190,2017,0,0,4,110
412190,2018,0,0,2,154
412190,2019,0,0,1,137
412200,2012,0,0,2,101
412200,2013,0,0,4,98
412200,2015,0,0,4,97
412200,2016,0,0,3,107
412200,2018,0,0,3,153
412200,2019,0,0,4,109
412210,2016,0,0,1,39
412210,2019,0,0,1,50
412215,2012,0,0,3,74
412215,2013,0,0,5,85
412215,2014,0,0,3,75
412215,2015,0,1,4,73
412215,2016,0,0,1,92
412215,2017,0,0,3,93
412215,2018,0,0,5,109
412215,2019,0,0,1,97
412217,2015,0,0,1,31
412217,2017,0,0,1,20
412217,2019,0,0,1,31
412220,2012,0,0,4,207
412220,2013,0,0,8,203
412220,2014,0,1,6,188
412220,2015,0,1,7,192
412220,2016,0,0,6,199
412220,2017,0,0,4,193
412220,2018,1,0,4,236
412220,2019,0,0,10,205
412230,2012,0,0,7,204
412230,2013,0,0,5,215
412230,2014,0,0,2,181
412230,2015,0,1,4,209
412230,2016,0,0,2,214
412230,2017,1,0,3,207
412230,2018,0,0,4,215
412230,2019,0,0,2,224
412240,2012,2,0,16,423
412240,2013,0,1,15,454
412240,2014,1,0,10,483
412240,2015,0,0,17,446
412240,2016,0,0,8,442
412240,2017,0,0,21,426
412240,2018,0,0,11,435
412240,2019,0,1,12,432
412250,2013,0,0,2,103
412250,2014,0,0,1,68
412250,2015,0,0,3,89
412250,2016,0,0,2,103
412250,2017,0,0,3,87
412250,2019,0,0,3,106
412260,2012,0,0,1,57
412260,2014,0,0,3,55
412260,2015,0,0,1,63
412260,2016,0,0,2,70
412260,2017,0,0,2,63
412260,2019,0,0,1,65
412265,2013,0,0,4,44
412265,2016,0,0,1,57
412265,2018,0,0,2,35
412265,2019,1,0,0,49
412270,2013,0,0,2,46
412270,2014,0,0,1,48
412270,2015,0,0,1,54
412270,2016,1,0,1,47
412270,2017,0,0,1,46
412270,2019,0,0,2,55
412280,2013,0,0,2,32
412290,2013,0,0,2,53
412290,2014,0,0,1,52
412290,2015,0,0,1,51
412290,2016,0,0,1,65
412290,2019,0,0,1,46
412300,2012,1,0,1,91
412300,2013,0,0,2,72
412300,2014,0,0,3,72
412300,2015,0,0,2,100
412300,2016,0,0,3,90
412300,2017,0,0,1,93
412310,2017,0,0,2,34
412320,2016,0,0,1,32
412320,2017,0,0,1,25
412320,2018,0,0,1,29
412320,2019,0,0,1,26
412330,2012,0,0,2,67
412330,2016,0,0,2,77
412330,2017,0,0,1,58
412330,2018,0,0,2,72
412340,2012,0,0,2,75
412340,2013,0,0,1,87
412340,2014,0,0,1,71
412340,2015,0,0,1,64
412340,2016,0,0,1,84
412340,2018,0,0,1,89
412340,2019,0,0,2,92
412350,2012,0,0,3,162
412350,2013,0,0,2,173
412350,2014,0,0,4,181
412350,2015,0,0,4,149
412350,2016,0,1,4,184
412350,2017,0,0,7,188
412350,2018,0,0,5,181
412350,2019,0,0,5,196
412360,2015,0,0,1,14
412360,2016,0,0,2,14
412370,2012,0,0,1,86
412370,2015,0,0,1,81
412370,2017,0,0,4,83
412370,2018,0,0,1,78
412370,2019,0,0,1,65
412380,2012,0,0,1,83
412380,2014,0,0,3,93
412380,2017,0,1,0,88
412380,2019,0,0,2,81
412382,2016,0,0,1,27
412385,2012,0,0,1,62
412385,2014,0,0,2,78
412385,2015,0,0,1,63
412385,2016,0,0,2,77
412385,2017,0,0,2,69
412385,2018,0,0,1,63
412390,2013,1,2,1,118
412390,2014,0,0,1,107
412390,2015,0,0,3,118
412390,2018,0,0,2,112
412390,2019,0,0,3,116
412395,2016,0,0,1,31
412395,2019,0,0,3,29
412400,2013,0,0,1,46
412400,2017,0,0,1,53
412400,2018,0,0,1,53
412400,2019,0,0,1,30
412402,2012,0,0,2,73
412402,2013,0,0,3,70
412402,2014,0,0,4,66
412402,2015,0,0,3,77
412402,2016,0,0,2,73
412402,2017,0,0,1,53
412402,2018,0,0,4,69
412402,2019,0,0,2,70
412405,2012,0,0,7,129
412405,2013,0,0,3,122
412405,2014,0,0,5,119
412405,2015,0,1,1,124
412405,2016,0,0,7,134
412405,2017,0,0,2,128
412405,2018,0,0,2,146
412405,2019,0,0,3,154
412410,2012,0,1,6,330
412410,2013,0,0,7,350
412410,2014,0,0,6,323
412410,2015,0,0,5,316
412410,2016,0,1,10,347
412410,2017,0,0,6,362
412410,2018,0,1,9,366
412410,2019,0,0,4,340
412420,2012,0,0,1,21
412420,2018,0,0,3,15
412420,2019,0,0,1,19
412430,2014,0,0,1,11
412430,2015,0,0,1,15
412430,2016,0,0,2,18
412430,2017,0,0,2,20
412430,2018,0,0,1,18
412430,2019,0,0,1,22
412440,2012,0,0,1,119
412440,2013,0,0,4,112
412440,2014,0,0,4,106
412440,2015,0,0,2,111
412440,2016,0,0,3,157
412440,2017,0,0,1,146
412440,2018,0,0,5,136
412440,2019,0,0,2,144
412450,2013,0,0,3,35
412450,2014,0,0,1,38
412450,2016,0,1,1,45
412450,2017,0,0,1,46
412450,2019,0,0,2,42
412460,2014,0,0,2,48
412460,2017,0,0,3,60
412470,2012,0,0,2,64
412470,2013,0,0,2,68
412470,2015,0,0,2,81
412470,2016,0,0,1,71
412470,2017,0,0,2,70
412470,2018,0,1,1,82
412470,2019,0,0,2,54
412480,2012,0,0,1,82
412480,2015,0,0,2,94
412480,2016,0,0,2,80
412480,2017,0,1,2,87
412480,2018,0,0,1,89
412480,2019,0,0,3,99
412490,2012,0,0,1,48
412490,2013,0,0,2,61
412490,2015,0,0,1,47
412490,2019,0,0,2,42
412500,2013,0,0,1,91
412500,2014,0,0,2,107
412500,2015,0,1,2,117
412500,2016,0,0,1,127
412500,2017,0,1,4,109
412500,2019,0,0,2,95
412510,2012,0,0,3,75
412510,2014,0,1,2,75
412510,2015,0,0,1,78
412510,2016,0,0,2,88
412510,2017,0,0,3,94
412510,2018,0,0,2,84
412510,2019,0,0,1,91
412520,2012,0,0,1,54
412520,2013,0,0,2,90
412520,2015,0,0,2,65
412520,2017,0,0,2,54
412520,2018,0,0,1,75
412530,2014,0,0,1,39
412530,2016,0,0,2,39
412530,2018,0,0,1,37
412535,2012,0,0,2,45
412535,2014,0,0,1,49
412535,2017,0,0,1,51
412535,2018,0,0,1,45
412535,2019,0,0,1,53
412540,2012,0,0,1,67
412540,2013,0,0,1,49
412540,2014,0,0,2,49
412540,2015,0,0,2,50
412540,2017,0,0,2,50
412545,2012,0,0,1,29
412545,2014,0,0,1,35
412545,2017,0,0,1,29
412545,2018,0,0,1,24
412550,2012,0,4,42,1554
412550,2013,1,1,34,1540
412550,2014,0,2,64,1494
412550,2015,0,0,42,1531
412550,2016,1,2,47,1581
412550,2017,1,1,28,1533
412550,2018,1,3,40,1615
412550,2019,0,1,37,1603
412555,2015,0,0,1,17
412555,2017,0,0,1,17
412560,2012,0,0,3,235
412560,2013,0,0,2,223
412560,2014,2,1,3,259
412560,2015,0,0,6,271
412560,2016,0,1,4,246
412560,2017,0,1,7,310
412560,2018,0,1,6,294
412560,2019,0,1,2,265
412570,2012,0,0,3,176
412570,2013,1,0,4,160
412570,2014,0,1,4,164
412570,2015,0,0,6,184
412570,2016,0,0,5,163
412570,2017,0,1,4,193
412570,2018,0,0,7,203
412570,2019,0,0,4,161
412575,2012,0,0,1,42
412575,2013,0,0,1,55
412575,2014,0,0,1,40
412580,2013,0,0,2,61
412580,2016,0,0,3,66
412580,2017,0,1,0,57
412580,2019,0,1,0,73
412590,2013,0,0,2,18
412600,2013,0,0,1,74
412600,2014,0,0,1,61
412600,2015,0,0,1,53
412600,2016,0,0,3,72
412600,2018,0,0,1,58
412600,2019,0,0,1,55
412610,2012,0,0,1,42
412610,2013,0,0,2,40
412610,2014,0,0,1,41
412610,2016,0,0,1,43
412610,2019,0,0,2,45
412620,2012,0,0,1,61
412620,2013,0,0,2,56
412620,2014,0,1,2,50
412620,2015,0,0,1,57
412620,2016,0,0,1,50
412620,2018,0,0,2,47
412620,2019,0,0,1,52
412625,2012,0,1,24,594
412625,2013,0,3,19,555
412625,2014,1,0,14,505
412625,2015,0,1,16,506
412625,2016,0,0,20,581
412625,2017,0,0,12,581
412625,2018,0,0,24,610
412625,2019,1,0,23,587
412627,2013,0,0,1,32
412627,2016,0,0,4,36
412627,2017,0,0,1,37
412630,2012,0,0,3,103
412630,2013,0,0,2,97
412630,2014,0,0,6,114
412630,2015,0,0,2,98
412630,2016,0,0,5,99
412630,2018,0,0,3,115
412630,2019,0,0,1,107
412635,2012,0,0,1,30
412635,2016,0,0,1,33
412635,2017,0,0,1,38
412640,2014,0,0,2,55
412640,2016,0,0,2,48
412640,2017,0,0,2,48
412640,2018,0,0,1,57
412650,2012,0,0,3,142
412650,2013,0,0,1,123
412650,2015,0,0,1,129
412650,2016,0,0,2,130
412650,2017,0,0,2,100
412650,2018,0,0,2,125
412650,2019,0,0,1,116
412660,2012,0,0,2,154
412660,2013,0,0,2,150
412660,2014,0,0,1,159
412660,2015,0,0,3,147
412660,2016,0,0,1,163
412660,2017,0,0,2,157
412660,2018,0,0,2,169
412660,2019,0,0,5,184
412665,2013,0,0,1,34
412665,2016,0,0,1,23
412667,2012,1,0,2,81
412667,2013,0,0,1,63
412667,2014,0,0,2,70
412667,2015,0,0,1,70
412667,2016,0,0,3,86
412667,2017,0,0,6,92
412667,2018,0,1,5,79
412667,2019,0,0,1,79
412670,2012,0,0,1,40
412670,2013,0,0,1,49
412670,2015,0,0,2,42
412670,2018,0,0,1,50
412680,2012,1,0,2,95
412680,2013,0,0,4,96
412680,2014,0,0,4,94
412680,2015,0,1,1,97
412680,2016,0,0,3,130
412680,2017,0,0,4,110
412680,2018,1,0,2,96
412680,2019,1,0,5,116
412690,2013,0,1,0,46
412690,2014,0,0,1,51
412690,2016,0,0,1,55
412690,2017,0,0,1,56
412690,2018,0,0,2,57
412690,2019,0,0,2,47
412700,2012,0,0,4,63
412700,2013,0,0,1,65
412700,2014,0,0,2,54
412700,2015,0,0,1,59
412700,2016,0,1,1,62
412700,2017,0,0,1,69
412700,2018,0,0,3,57
412700,2019,0,0,1,61
412710,2012,0,0,15,471
412710,2013,1,0,14,483
412710,2014,0,0,14,500
412710,2015,1,2,13,532
412710,2016,0,0,9,526
412710,2017,0,0,9,483
412710,2018,0,1,11,542
412710,2019,0,0,10,523
412720,2012,0,0,4,105
412720,2013,1,0,2,118
412720,2014,0,1,4,120
412720,2016,1,0,1,145
412720,2017,0,0,2,128
412720,2018,0,0,4,114
412720,2019,0,0,5,150
412730,2012,0,0,3,118
412730,2013,0,0,3,112
412730,2014,0,0,4,112
412730,2015,0,0,2,126
412730,2016,0,0,1,140
412730,2017,0,0,2,132
412730,2018,1,0,1,114
412730,2019,0,0,1,123
412740,2012,0,0,2,126
412740,2013,0,0,4,131
412740,2014,0,0,3,140
412740,2015,0,0,3,124
412740,2016,0,0,4,132
412740,2017,0,0,2,122
412740,2018,0,0,1,144
412750,2012,0,0,1,113
412750,2014,1,0,2,127
412750,2015,0,0,3,140
412750,2016,0,0,3,157
412750,2017,0,0,2,129
412750,2018,0,0,6,148
412750,2019,0,0,7,147
412760,2013,0,1,1,115
412760,2014,0,0,3,98
412760,2015,0,0,1,97
412760,2016,0,0,1,111
412760,2017,0,0,3,89
412760,2018,0,0,1,93
412760,2019,0,0,1,94
412770,2012,0,0,23,687
412770,2013,0,0,20,704
412770,2014,0,0,27,745
412770,2015,0,0,18,720
412770,2016,3,1,13,753
412770,2017,0,0,21,760
412770,2018,0,0,29,801
412770,2019,0,0,22,780
412780,2012,0,0,2,84
412780,2014,0,0,1,74
412780,2017,0,0,1,64
412780,2019,0,0,1,80
412785,2012,0,0,1,60
412785,2015,0,0,1,63
412785,2018,0,0,1,80
412785,2019,0,0,2,70
412788,2012,0,0,5,38
412788,2014,0,0,2,48
412788,2015,0,0,5,32
412788,2017,0,0,1,42
412788,2019,0,0,2,33
412790,2013,1,0,0,56
412790,2014,0,0,1,58
412790,2015,0,0,1,69
412790,2016,0,0,1,82
412790,2017,0,0,1,63
412790,2018,0,0,2,81
412795,2014,0,0,1,62
412796,2012,0,0,4,87
412796,2013,0,0,3,87
412796,2014,0,0,4,86
412796,2015,0,0,5,81
412796,2016,0,0,5,97
412796,2017,0,0,2,84
412796,2018,0,0,2,92
412796,2019,0,0,1,101
412800,2012,0,0,5,158
412800,2013,0,0,1,183
412800,2014,1,0,2,190
412800,2015,0,0,4,160
412800,2016,0,1,2,179
412800,2017,0,0,2,176
412800,2018,0,0,4,190
412800,2019,0,0,3,187
412810,2012,0,0,14,641
412810,2013,0,0,15,700
412810,2014,1,1,23,717
412810,2015,0,0,25,699
412810,2016,0,0,20,782
412810,2017,0,1,23,759
412810,2018,0,0,20,748
412810,2019,0,1,25,764
412820,2012,1,0,7,377
412820,2013,0,0,6,364
412820,2014,0,0,13,380
412820,2015,0,0,11,435
412820,2016,0,0,8,423
412820,2017,0,0,8,368
412820,2018,0,0,6,425
412820,2019,0,0,8,440
412830,2012,0,0,2,19
412830,2019,0,0,1,9
412840,2012,0,0,3,106
412840,2013,0,0,1,100
412840,2015,0,0,2,101
412840,2016,0,0,1,98
412840,2017,0,0,2,112
412840,2018,0,0,1,108
412840,2019,1,0,2,89
412850,2012,0,1,1,161
412850,2013,0,0,2,194
412850,2014,0,0,5,160
412850,2015,0,0,2,170
412850,2016,0,0,3,197
412850,2017,0,0,1,150
412850,2018,0,0,4,177
412850,2019,0,0,2,157
412853,2012,0,0,1,56
412853,2013,0,1,2,67
412853,2014,1,0,3,67
412853,2016,0,0,2,78
412853,2017,0,0,1,50
412853,2019,0,0,2,69
412855,2012,0,0,1,86
412855,2014,0,0,1,75
412855,2015,0,0,3,65
412855,2016,0,0,3,71
412855,2018,0,0,2,69
412860,2012,0,0,1,66
412860,2013,0,0,1,52
412860,2014,0,1,0,53
412860,2015,0,0,1,47
412860,2016,0,0,1,62
412860,2017,0,0,1,61
412860,2019,0,0,2,61
412862,2014,0,0,2,25
412862,2019,0,0,1,26
412863,2012,1,0,1,32
412863,2014,0,0,1,25
412863,2016,0,0,1,25
412863,2017,0,0,1,22
412863,2019,0,0,1,18
412865,2013,0,0,1,24
412865,2015,0,0,2,31
412865,2019,0,0,1,41
412870,2013,0,0,1,34
412870,2015,0,0,1,43
412870,2016,0,0,1,43
412870,2017,0,0,3,52
412870,2018,0,0,1,48
412870,2019,0,0,2,61
412880,2013,0,0,1,48
412880,2014,0,0,1,60
412880,2016,0,0,1,50
412880,2017,0,0,1,56
412880,2018,0,0,1,47
412880,2019,0,0,1,50
420005,2013,0,0,2,10
420005,2015,0,0,1,11
420010,2012,0,0,1,81
420010,2013,1,0,5,96
420010,2014,0,0,4,83
420010,2015,0,0,2,88
420010,2016,0,0,2,102
420010,2017,0,0,6,80
420010,2018,0,2,0,92
420010,2019,0,0,8,99
420020,2012,0,0,1,49
420020,2013,0,0,2,68
420020,2014,0,0,1,63
420020,2015,1,0,4,66
420020,2017,0,0,3,66
420030,2017,0,0,1,31
420040,2012,0,0,3,48
420040,2013,1,0,0,44
420040,2014,0,0,1,41
420040,2016,0,0,1,33
420040,2017,0,0,2,46
420040,2018,0,0,1,40
420040,2019,0,0,2,44
420050,2013,0,0,1,39
420050,2014,0,1,1,39
420050,2016,0,0,2,39
420050,2018,0,0,1,46
420055,2015,0,0,1,14
420055,2018,0,0,1,20
420060,2013,0,0,1,31
420060,2014,0,0,1,40
420060,2016,0,0,1,39
420060,2017,1,0,0,57
420060,2019,0,0,2,46
420070,2012,0,1,0,68
420070,2013,0,0,2,57
420070,2016,0,0,1,77
420070,2017,0,0,2,65
420070,2018,0,0,2,51
420070,2019,0,0,1,77
420080,2012,0,1,0,41
420080,2013,1,0,0,49
420080,2014,0,0,1,49
420080,2015,0,0,1,36
420080,2017,0,0,1,27
420080,2018,0,0,1,55
420080,2019,0,0,1,41
420090,2017,0,0,1,42
420090,2018,0,0,1,47
420100,2012,0,0,1,55
420100,2013,0,0,2,72
420100,2014,0,0,4,77
420100,2015,0,0,2,67
420100,2016,0,0,2,75
420100,2017,0,0,2,70
420100,2018,0,0,1,72
420100,2019,0,0,2,67
420110,2018,0,0,1,13
420120,2014,0,0,1,38
420120,2017,0,0,2,48
420120,2018,0,0,1,50
420125,2012,0,0,1,74
420125,2013,0,0,2,57
420125,2014,0,0,2,69
420125,2015,0,0,5,62
420125,2016,0,0,1,63
420125,2018,0,0,1,65
420125,2019,0,0,2,54
420127,2014,0,0,1,35
420127,2016,0,0,1,29
420130,2012,0,0,5,118
420130,2013,0,0,6,102
420130,2014,0,0,7,91
420130,2016,0,0,1,127
420130,2017,0,0,4,134
420130,2018,1,0,5,153
420130,2019,0,0,2,175
420140,2012,0,2,2,323
420140,2013,1,2,9,357
420140,2014,0,0,5,405
420140,2015,0,0,7,394
420140,2016,0,1,10,420
420140,2017,0,2,8,385
420140,2018,0,1,11,424
420140,2019,0,0,8,387
420150,2012,0,0,1,54
420150,2013,1,0,0,51
420150,2014,1,1,2,58
420150,2015,0,0,1,41
420150,2016,0,0,1,43
420160,2016,0,0,1,31
420160,2019,0,0,1,20
420170,2012,0,0,2,64
420170,2014,0,0,1,39
420170,2018,0,0,2,57
420180,2017,0,0,1,29
420180,2019,0,0,2,27
420190,2012,0,1,0,40
420190,2013,0,0,1,51
420190,2018,0,0,1,32
420190,2019,0,0,1,36
420195,2012,0,0,2,81
420195,2015,0,0,2,85
420195,2016,0,0,2,105
420195,2019,0,0,1,117
420200,2012,0,0,12,554
420200,2013,0,0,7,566
420200,2014,0,1,13,580
420200,2015,0,0,10,630
420200,2016,0,0,13,639
420200,2017,0,0,14,616
420200,2018,0,1,10,699
420200,2019,0,0,19,737
420205,2012,0,0,1,60
420205,2013,0,0,1,67
420205,2014,0,0,1,62
420205,2015,0,0,1,70
420205,2016,0,0,2,86
420205,2017,0,0,1,75
420205,2018,0,0,2,108
420205,2019,0,0,1,99
420207,2014,0,0,3,70
420207,2015,0,0,1,65
420207,2016,0,0,2,72
420207,2017,0,0,3,84
420207,2018,0,0,1,85
420207,2019,0,0,1,90
420208,2012,0,1,0,23
420208,2013,0,0,1,25
420208,2015,0,0,1,19
420209,2014,0,0,1,10
420209,2017,0,0,1,12
420210,2012,0,0,2,145
420210,2013,0,0,3,129
420210,2014,0,0,5,134
420210,2015,0,0,2,145
420210,2016,0,0,3,206
420210,2017,0,0,5,204
420210,2018,1,0,3,209
420210,2019,0,1,4,231
420213,2012,0,0,1,27
420213,2013,0,0,1,35
420213,2014,1,0,0,36
420213,2019,0,0,1,30
420215,2016,0,0,1,19
420215,2017,1,0,3,16
420220,2012,0,0,1,61
420220,2014,0,0,2,71
420220,2016,0,0,3,73
420220,2017,0,0,1,77
420220,2018,0,0,1,64
420220,2019,0,1,1,83
420230,2012,0,0,6,312
420230,2013,0,2,5,349
420230,2014,0,0,8,302
420230,2015,0,1,8,326
420230,2016,0,0,9,385
420230,2017,0,0,12,386
420230,2018,1,0,5,393
420230,2019,0,0,8,427
420240,2012,0,0,52,1643
420240,2013,1,0,37,1627
420240,2014,1,2,47,1781
420240,2015,2,1,42,1799
420240,2016,0,0,31,1750
420240,2017,1,1,47,1780
420240,2018,1,1,30,1841
420240,2019,2,4,47,1930
420243,2012,0,1,0,23
420243,2013,0,0,1,22
420243,2014,0,0,1,19
420243,2018,0,0,1,20
420243,2019,0,0,2,24
420245,2012,0,0,1,70
420245,2013,0,0,3,62
420245,2014,0,0,4,73
420245,2015,0,0,2,77
420245,2016,0,0,3,86
420245,2017,0,0,1,78
420245,2018,0,0,1,98
420245,2019,0,0,4,75
420250,2013,0,0,1,26
420250,2016,0,0,1,31
420250,2018,0,0,1,25
420250,2019,0,0,2,28
420253,2012,0,0,1,11
420253,2013,0,0,1,14
420253,2014,0,0,1,15
420253,2018,0,0,1,20
420253,2019,0,0,1,12
420260,2012,0,0,2,60
