CODMUNRES,ANO,BAIXO_PESO,TOTAL
261210,2018,6,64
261210,2019,2,65
261220,2012,68,1084
261220,2013,56,1019
261220,2014,100,1034
261220,2015,84,1097
261220,2016,80,982
261220,2017,70,979
261220,2018,71,977
261220,2019,63,1020
261230,2012,16,249
261230,2013,14,203
261230,2014,12,242
261230,2015,17,231
261230,2016,14,227
261230,2017,16,213
261230,2018,13,227
261230,2019,13,187
261240,2012,21,291
261240,2013,20,308
261240,2014,14,303
261240,2015,15,326
261240,2016,19,266
261240,2017,17,278
261240,2018,19,262
261240,2019,22,277
261245,2012,17,270
261245,2013,17,225
261245,2014,20,261
261245,2015,23,299
261245,2016,12,220
261245,2017,18,232
261245,2018,22,226
261245,2019,16,241
261247,2012,10,185
261247,2013,15,173
261247,2014,14,178
261247,2015,15,165
261247,2016,9,180
261247,2017,8,183
261247,2018,14,180
261247,2019,17,202
261250,2012,103,1321
261250,2013,116,1386
261250,2014,100,1367
261250,2015,95,1423
261250,2016,99,1204
261250,2017,87,1317
261250,2018,89,1491
261250,2019,95,1320
261255,2012,11,212
261255,2013,7,165
261255,2014,8,182
261255,2015,13,191
261255,2016,10,190
261255,2017,11,167
261255,2018,11,199
261255,2019,9,192
261260,2012,47,722
261260,2013,39,678
261260,2014,55,789
261260,2015,47,712
261260,2016,41,729
261260,2017,36,678
261260,2018,43,705
261260,2019,45,699
261270,2012,16,186
261270,2013,18,207
261270,2014,8,166
261270,2015,6,187
261270,2016,10,201
261270,2017,15,196
261270,2018,9,195
261270,2019,20,205
261280,2012,7,157
261280,2013,13,148
261280,2014,6,157
261280,2015,16,168
261280,2016,10,139
261280,2017,8,161
261280,2018,7,152
261280,2019,9,137
261290,2012,10,161
261290,2013,9,188
261290,2014,12,151
261290,2015,11,161
261290,2016,13,157
261290,2017,9,171
261290,2018,8,135
261290,2019,13,144
261300,2012,51,776
261300,2013,51,740
261300,2014,59,785
261300,2015,55,724
261300,2016,46,616
261300,2017,51,697
261300,2018,39,740
261300,2019,55,720
261310,2012,37,537
261310,2013,46,526
261310,2014,37,477
261310,2015,39,555
261310,2016,35,499
261310,2017,43,535
261310,2018,33,510
261310,2019,45,578
261320,2012,22,331
261320,2013,13,352
261320,2014,24,322
261320,2015,19,318
261320,2016,21,343
261320,2017,23,306
261320,2018,21,352
261320,2019,25,346
261330,2012,13,328
261330,2013,10,336
261330,2014,23,355
261330,2015,19,354
261330,2016,19,323
261330,2017,17,300
261330,2018,12,340
261330,2019,21,273
261340,2012,18,332
261340,2013,22,340
261340,2014,25,380
261340,2015,17,320
261340,2016,25,349
261340,2017,18,328
261340,2018,26,319
261340,2019,19,294
261350,2012,27,528
261350,2013,27,549
261350,2014,35,567
261350,2015,32,553
261350,2016,30,457
261350,2017,26,437
261350,2018,23,550
261350,2019,24,505
261360,2012,25,424
261360,2013,23,398
261360,2014,27,455
261360,2015,27,411
261360,2016,24,427
261360,2017,24,454
261360,2018,22,448
261360,2019,19,414
261370,2012,100,1564
261370,2013,122,1669
261370,2014,125,1727
261370,2015,116,1771
261370,2016,119,1645
261370,2017,105,1564
261370,2018,103,1531
261370,2019,92,1531
261380,2012,16,242
261380,2013,13,233
261380,2014,11,242
261380,2015,16,256
261380,2016,10,278
261380,2017,16,259
261380,2018,22,299
261380,2019,16,257
261390,2012,106,1423
261390,2013,79,1375
261390,2014,110,1416
261390,2015,91,1471
261390,2016,69,1296
261390,2017,94,1394
261390,2018,112,1567
261390,2019,103,1500
261400,2012,22,309
261400,2013,13,275
261400,2014,18,251
261400,2015,25,293
261400,2016,14,252
261400,2017,19,274
261400,2018,16,294
261400,2019,19,245
261410,2012,27,457
261410,2013,28,446
261410,2014,30,397
261410,2015,35,447
261410,2016,23,378
261410,2017,13,391
261410,2018,18,419
261410,2019,24,413
261420,2012,65,673
261420,2013,57,808
261420,2014,37,735
261420,2015,54,665
261420,2016,36,594
261420,2017,35,563
261420,2018,36,575
261420,2019,38,565
261430,2012,9,141
261430,2013,10,162
261430,2014,6,173
261430,2015,10,165
261430,2016,9,133
261430,2017,10,147
261430,2018,12,137
261430,2019,10,157
261440,2012,6,106
261440,2013,5,92
261440,2014,8,113
261440,2015,4,93
261440,2016,4,76
261440,2017,8,88
261440,2018,9,80
261440,2019,10,78
261450,2012,76,903
261450,2013,55,889
261450,2014,53,869
261450,2015,63,854
261450,2016,50,838
261450,2017,55,824
261450,2018,51,902
261450,2019,41,871
261460,2012,26,462
261460,2013,33,469
261460,2014,25,416
261460,2015,28,433
261460,2016,21,385
261460,2017,16,392
261460,2018,37,454
261460,2019,31,456
261470,2012,12,182
261470,2013,12,172
261470,2014,7,151
261470,2015,15,176
261470,2016,11,143
261470,2017,10,143
261470,2018,16,165
261470,2019,18,168
261480,2012,20,329
261480,2013,16,315
261480,2014,17,331
261480,2015,18,341
261480,2016,16,289
261480,2017,21,310
261480,2018,25,358
261480,2019,21,307
261485,2012,23,419
261485,2013,35,350
261485,2014,24,388
261485,2015,23,362
261485,2016,21,384
261485,2017,30,388
261485,2018,25,361
261485,2019,24,422
261500,2012,28,379
261500,2013,19,340
261500,2014,21,340
261500,2015,23,311
261500,2016,24,288
261500,2017,27,357
261500,2018,25,408
261500,2019,24,350
261510,2012,6,121
261510,2013,4,115
261510,2014,6,106
261510,2015,12,103
261510,2016,5,106
261510,2017,8,99
261510,2018,6,97
261510,2019,12,134
261520,2012,13,124
261520,2013,10,145
261520,2014,8,135
261520,2015,12,142
261520,2016,8,122
261520,2017,2,105
261520,2018,7,132
261520,2019,8,146
261530,2012,46,806
261530,2013,49,774
261530,2014,58,799
261530,2015,43,773
261530,2016,35,703
261530,2017,35,743
261530,2018,45,683
261530,2019,33,653
261540,2012,42,565
261540,2013,48,632
261540,2014,32,579
261540,2015,40,606
261540,2016,47,494
261540,2017,47,592
261540,2018,36,652
261540,2019,30,689
261550,2012,18,213
261550,2013,17,228
261550,2014,13,203
261550,2015,13,219
261550,2016,17,185
261550,2017,9,178
261550,2018,18,191
261550,2019,14,185
261560,2012,33,579
261560,2013,36,605
261560,2014,37,590
261560,2015,38,586
261560,2016,37,515
261560,2017,38,584
261560,2018,44,551
261560,2019,39,549
261570,2012,10,217
261570,2013,12,178
261570,2014,8,184
261570,2015,18,204
261570,2016,12,167
261570,2017,18,199
261570,2018,12,174
261570,2019,13,188
261580,2012,21,347
261580,2013,19,316
261580,2014,23,299
261580,2015,23,316
261580,2016,29,285
261580,2017,21,328
261580,2018,23,371
261580,2019,29,339
261590,2012,10,138
261590,2013,8,121
261590,2014,6,118
261590,2015,8,123
261590,2016,5,104
261590,2017,8,115
261590,2018,7,98
261590,2019,7,123
261600,2012,27,246
261600,2013,17,271
261600,2014,19,254
261600,2015,14,258
261600,2016,10,200
261600,2017,17,225
261600,2018,23,285
261600,2019,19,282
261610,2012,12,174
261610,2013,11,148
261610,2014,12,143
261610,2015,10,152
261610,2016,9,134
261610,2017,4,103
261610,2018,9,141
261610,2019,10,136
261618,2012,6,129
261618,2013,3,112
261618,2014,5,107
261618,2015,5,90
261618,2016,4,111
261618,2017,11,104
261618,2018,5,110
261618,2019,7,99
261620,2012,30,390
261620,2013,13,331
261620,2014,22,382
261620,2015,24,360
261620,2016,14,305
261620,2017,28,336
261620,2018,25,355
261620,2019,11,282
261630,2012,30,397
261630,2013,18,407
261630,2014,18,397
261630,2015,25,437
261630,2016,22,360
261630,2017,32,379
261630,2018,30,428
261630,2019,24,385
261640,2012,149,2085
261640,2013,149,1974
261640,2014,128,2059
261640,2015,157,2039
261640,2016,134,1930
261640,2017,143,2026
261640,2018,134,2021
261640,2019,136,1871
261650,2012,15,310
261650,2013,12,287
261650,2014,20,297
261650,2015,17,280
261650,2016,14,217
261650,2017,14,241
261650,2018,14,232
261650,2019,14,210
270000,2016,1,1
270010,2012,15,321
270010,2013,28,330
270010,2014,16,277
270010,2015,16,329
270010,2016,16,274
270010,2017,27,332
270010,2018,19,325
270010,2019,23,321
270020,2012,20,273
270020,2013,16,237
270020,2014,26,260
270020,2015,17,222
270020,2016,12,209
270020,2017,19,203
270020,2018,16,248
270020,2019,15,206
270030,2012,318,3722
270030,2013,401,3711
270030,2014,310,3964
270030,2015,359,4075
270030,2016,374,3705
270030,2017,367,3885
270030,2018,308,4088
270030,2019,260,3435
270040,2012,34,745
270040,2013,64,814
270040,2014,51,708
270040,2015,45,709
270040,2016,39,611
270040,2017,44,696
270040,2018,40,672
270040,2019,51,612
270050,2012,14,283
270050,2013,21,293
270050,2014,21,283
270050,2015,14,288
270050,2016,13,295
270050,2017,16,300
270050,2018,27,331
270050,2019,20,274
270060,2012,13,121
270060,2013,10,139
270060,2014,8,148
270060,2015,11,164
270060,2016,10,154
270060,2017,5,141
270060,2018,9,156
270060,2019,13,162
270070,2012,17,292
270070,2013,19,288
270070,2014,17,296
270070,2015,22,264
270070,2016,13,257
270070,2017,17,279
270070,2018,26,304
270070,2019,23,280
270080,2012,7,86
270080,2013,2,70
270080,2014,8,79
270080,2015,2,70
270080,2016,5,83
270080,2017,5,74
270080,2018,5,81
270080,2019,2,79
270090,2012,2,100
270090,2013,2,88
270090,2014,6,94
270090,2015,7,106
270090,2016,9,93
270090,2017,10,94
270090,2018,3,101
270090,2019,8,93
270100,2012,27,409
270100,2013,34,481
270100,2014,26,424
270100,2015,19,403
270100,2016,24,355
270100,2017,27,314
270100,2018,14,338
270100,2019,34,316
270110,2012,14,224
270110,2013,11,220
270110,2014,6,223
270110,2015,14,199
270110,2016,12,182
270110,2017,11,185
270110,2018,9,181
270110,2019,15,180
270120,2012,11,174
270120,2013,10,164
270120,2014,6,177
270120,2015,11,157
270120,2016,9,136
270120,2017,13,168
270120,2018,12,159
270120,2019,11,168
270130,2012,15,388
270130,2013,20,368
270130,2014,26,368
270130,2015,13,314
270130,2016,15,345
270130,2017,33,300
270130,2018,13,309
270130,2019,22,311
270135,2012,6,70
270135,2013,5,83
270135,2014,3,68
270135,2015,5,70
270135,2016,2,70
270135,2017,6,92
270135,2018,8,96
270135,2019,3,91
270140,2012,42,486
270140,2013,48,533
270140,2014,27,491
270140,2015,35,478
270140,2016,33,493
270140,2017,38,520
270140,2018,40,526
270140,2019,38,509
270150,2012,11,158
270150,2013,15,118
270150,2014,11,172
270150,2015,15,149
270150,2016,11,147
270150,2017,17,135
270150,2018,7,132
270150,2019,13,139
270160,2012,16,292
270160,2013,19,294
270160,2014,19,254
270160,2015,20,303
270160,2016,21,230
270160,2017,25,270
270160,2018,22,311
270160,2019,27,285
270170,2012,17,296
270170,2013,12,272
270170,2014,12,232
270170,2015,13,263
270170,2016,17,237
270170,2017,17,208
270170,2018,18,194
270170,2019,15,246
270180,2012,8,176
270180,2013,10,150
270180,2014,12,175
270180,2015,10,180
270180,2016,12,132
270180,2017,10,153
270180,2018,17,165
270180,2019,11,159
270190,2012,8,113
270190,2013,7,103
270190,2014,8,117
270190,2015,7,109
270190,2016,9,84
270190,2017,9,110
270190,2018,6,95
270190,2019,7,89
270200,2012,15,160
270200,2013,18,180
270200,2014,18,178
270200,2015,14,148
270200,2016,16,142
270200,2017,15,141
270200,2018,4,162
270200,2019,7,159
270210,2012,23,301
270210,2013,22,284
270210,2014,11,251
270210,2015,15,253
270210,2016,10,274
270210,2017,18,238
270210,2018,12,268
270210,2019,21,264
270220,2012,5,100
270220,2013,6,94
270220,2014,7,79
270220,2015,6,77
270220,2016,9,81
270220,2017,5,87
270220,2018,2,78
270220,2019,7,76
270230,2012,68,942
270230,2013,73,858
270230,2014,66,895
270230,2015,50,858
270230,2016,51,841
270230,2017,44,838
270230,2018,59,898
270230,2019,58,907
270235,2012,40,388
270235,2013,44,408
270235,2014,36,396
270235,2015,43,421
270235,2016,45,384
270235,2017,28,372
270235,2018,19,427
270235,2019,33,428
270240,2012,41,912
270240,2013,46,855
270240,2014,47,845
270240,2015,44,916
270240,2016,50,782
270240,2017,36,802
270240,2018,57,804
270240,2019,51,789
270250,2012,11,147
270250,2013,9,141
270250,2014,13,138
270250,2015,10,118
270250,2016,8,112
270250,2017,10,131
270250,2018,12,158
270250,2019,7,134
270255,2012,20,219
270255,2013,23,209
270255,2014,15,183
270255,2015,12,222
270255,2016,9,213
270255,2017,12,206
270255,2018,14,243
270255,2019,13,212
270260,2012,24,333
270260,2013,44,337
270260,2014,18,327
270260,2015,29,374
270260,2016,27,275
270260,2017,34,330
270260,2018,31,358
270260,2019,30,335
270270,2012,8,100
270270,2013,6,66
270270,2014,1,69
270270,2015,5,67
270270,2016,6,75
270270,2017,5,72
270270,2018,7,77
270270,2019,4,76
270280,2012,11,208
270280,2013,9,195
270280,2014,14,187
270280,2015,15,200
270280,2016,9,208
270280,2017,15,188
270280,2018,12,205
270280,2019,9,167
270290,2012,45,549
270290,2013,63,578
270290,2014,43,558
270290,2015,55,566
270290,2016,53,485
270290,2017,48,531
270290,2018,37,577
270290,2019,22,525
270300,2012,19,272
270300,2013,20,277
270300,2014,15,255
270300,2015,16,258
270300,2016,11,250
270300,2017,17,242
270300,2018,11,272
270300,2019,14,260
270310,2012,31,321
270310,2013,24,313
270310,2014,25,366
270310,2015,18,340
270310,2016,13,319
270310,2017,17,334
270310,2018,29,412
270310,2019,17,371
270320,2012,16,380
270320,2013,37,423
270320,2014,32,397
270320,2015,24,392
270320,2016,15,332
270320,2017,18,375
270320,2018,21,345
270320,2019,15,313
270330,2012,12,304
270330,2013,23,306
270330,2014,21,311
270330,2015,27,292
270330,2016,19,306
270330,2017,19,289
270330,2018,16,288
270330,2019,15,304
270340,2012,4,98
270340,2013,7,107
270340,2014,6,100
270340,2015,9,106
270340,2016,9,86
270340,2017,11,103
270340,2018,8,104
270340,2019,4,83
270350,2012,5,70
270350,2013,5,74
270350,2014,2,45
270350,2015,3,51
270350,2016,1,54
270350,2017,5,47
270350,2018,3,67
270350,2019,2,56
270360,2012,10,156
270360,2013,5,148
270360,2014,3,114
270360,2015,4,122
270360,2016,4,132
270360,2017,7,139
270360,2018,7,157
270360,2019,12,152
270370,2012,4,109
270370,2013,8,83
270370,2014,13,118
270370,2015,8,90
270370,2016,1,80
270370,2017,8,88
270370,2018,10,95
270370,2019,12,108
270375,2012,15,168
270375,2013,12,152
270375,2014,6,167
270375,2015,11,153
270375,2016,7,125
270375,2017,4,132
270375,2018,8,149
270375,2019,8,139
270380,2012,23,415
270380,2013,28,428
270380,2014,22,394
270380,2015,13,377
270380,2016,15,315
270380,2017,19,368
270380,2018,20,317
270380,2019,19,346
270390,2012,4,57
270390,2013,3,38
270390,2014,1,37
270390,2015,1,45
270390,2016,8,59
270390,2017,2,50
270390,2018,3,71
270390,2019,2,48
270400,2012,38,372
270400,2013,25,388
270400,2014,17,375
270400,2015,35,365
270400,2016,27,359
270400,2017,23,313
270400,2018,13,321
270400,2019,25,350
270410,2012,30,297
270410,2013,23,312
270410,2014,19,293
270410,2015,32,346
270410,2016,24,280
270410,2017,30,285
270410,2018,15,329
270410,2019,18,287
270420,2012,27,323
270420,2013,38,338
270420,2014,30,366
270420,2015,27,352
270420,2016,27,294
270420,2017,32,350
270420,2018,19,393
270420,2019,29,341
270430,2012,1070,14629
270430,2013,1065,14868
270430,2014,1056,14607
270430,2015,1131,15273
270430,2016,1006,13813
270430,2017,1026,14248
270430,2018,1019,14753
270430,2019,1010,14265
270440,2012,21,261
270440,2013,18,271
270440,2014,11,280
270440,2015,19,266
270440,2016,17,235
270440,2017,18,257
270440,2018,20,244
270440,2019,12,250
270450,2012,28,514
270450,2013,24,478
270450,2014,25,470
270450,2015,36,503
270450,2016,28,473
270450,2017,34,549
270450,2018,40,594
270450,2019,40,589
270460,2012,5,155
270460,2013,6,140
270460,2014,7,137
270460,2015,7,163
270460,2016,3,114
270460,2017,8,163
270460,2018,14,156
270460,2019,15,170
270470,2012,48,837
270470,2013,73,816
270470,2014,47,799
270470,2015,59,835
270470,2016,69,828
270470,2017,59,883
270470,2018,68,903
270470,2019,69,896
270480,2012,19,181
270480,2013,24,226
270480,2014,11,173
270480,2015,12,203
270480,2016,9,169
270480,2017,14,178
270480,2018,14,181
270480,2019,14,178
270490,2012,1,40
270490,2013,1,31
270490,2014,0,31
270490,2015,3,32
270490,2016,2,34
270490,2017,0,34
270490,2018,1,31
270490,2019,3,22
270500,2012,22,402
270500,2013,25,359
270500,2014,21,364
270500,2015,21,335
270500,2016,15,294
270500,2017,27,338
270500,2018,18,335
270500,2019,22,333
270510,2012,24,489
270510,2013,26,441
270510,2014,29,453
270510,2015,22,467
270510,2016,18,397
270510,2017,29,390
270510,2018,25,438
270510,2019,20,380
270520,2012,22,311
270520,2013,18,320
270520,2014,18,248
270520,2015,19,278
270520,2016,23,261
270520,2017,16,275
270520,2018,20,287
270520,2019,15,265
270530,2012,3,82
270530,2013,8,95
270530,2014,2,77
270530,2015,6,78
270530,2016,9,85
270530,2017,4,70
270530,2018,5,87
270530,2019,8,73
270540,2012,6,117
270540,2013,9,120
270540,2014,6,134
270540,2015,6,127
270540,2016,7,102
270540,2017,6,110
270540,2018,6,123
270540,2019,7,107
270550,2012,29,518
270550,2013,38,549
270550,2014,35,536
270550,2015,26,514
270550,2016,31,425
270550,2017,45,490
270550,2018,33,543
270550,2019,19,447
270560,2012,15,199
270560,2013,19,152
270560,2014,17,166
270560,2015,9,131
270560,2016,8,141
270560,2017,4,167
270560,2018,10,144
270560,2019,11,137
270570,2012,34,414
270570,2013,21,374
270570,2014,25,365
270570,2015,18,294
270570,2016,27,344
270570,2017,26,360
270570,2018,23,344
270570,2019,29,367
270580,2012,9,126
270580,2013,10,151
270580,2014,8,135
270580,2015,8,137
270580,2016,12,108
270580,2017,9,132
270580,2018,14,161
270580,2019,6,129
270590,2012,7,76
270590,2013,7,79
270590,2014,10,91
270590,2015,11,98
270590,2016,11,98
270590,2017,6,74
270590,2018,7,101
270590,2019,5,87
270600,2012,8,183
270600,2013,11,176
270600,2014,14,175
270600,2015,8,197
270600,2016,15,178
