CODMUNRES,ANO,BAIXO_PESO,TOTAL
351190,2013,8,113
351190,2014,11,107
351190,2015,4,113
351190,2016,2,90
351190,2017,3,103
351190,2018,10,114
351190,2019,5,94
351200,2012,14,230
351200,2013,15,236
351200,2014,25,243
351200,2015,19,261
351200,2016,15,222
351200,2017,23,241
351200,2018,11,227
351200,2019,15,197
351210,2012,4,89
351210,2013,6,112
351210,2014,7,115
351210,2015,13,105
351210,2016,11,89
351210,2017,9,84
351210,2018,4,102
351210,2019,4,83
351220,2012,32,378
351220,2013,23,398
351220,2014,29,402
351220,2015,24,390
351220,2016,30,393
351220,2017,26,406
351220,2018,32,479
351220,2019,34,437
351230,2012,15,206
351230,2013,10,207
351230,2014,21,214
351230,2015,15,205
351230,2016,9,201
351230,2017,22,204
351230,2018,15,212
351230,2019,18,205
351240,2012,24,263
351240,2013,28,300
351240,2014,24,291
351240,2015,18,288
351240,2016,25,311
351240,2017,16,276
351240,2018,31,277
351240,2019,25,284
351250,2012,7,69
351250,2013,9,78
351250,2014,10,66
351250,2015,3,63
351250,2016,6,69
351250,2017,4,68
351250,2018,7,54
351250,2019,5,54
351260,2012,4,57
351260,2013,1,46
351260,2014,6,46
351260,2015,1,49
351260,2016,3,54
351260,2017,4,51
351260,2018,4,39
351260,2019,3,52
351270,2012,4,51
351270,2013,4,67
351270,2014,4,53
351270,2015,4,50
351270,2016,2,47
351270,2017,3,51
351270,2018,2,43
351270,2019,5,51
351280,2012,48,812
351280,2013,74,866
351280,2014,57,801
351280,2015,51,760
351280,2016,63,674
351280,2017,63,723
351280,2018,62,746
351280,2019,52,634
351290,2012,7,72
351290,2013,3,67
351290,2014,3,73
351290,2015,10,83
351290,2016,2,59
351290,2017,5,65
351290,2018,5,92
351290,2019,7,92
351300,2012,299,3842
351300,2013,289,3965
351300,2014,348,4143
351300,2015,331,4329
351300,2016,322,4154
351300,2017,305,4218
351300,2018,307,4089
351300,2019,358,4078
351310,2012,33,413
351310,2013,39,427
351310,2014,32,403
351310,2015,27,435
351310,2016,31,408
351310,2017,43,392
351310,2018,25,401
351310,2019,37,398
351320,2012,3,85
351320,2013,10,120
351320,2014,8,99
351320,2015,7,117
351320,2016,10,105
351320,2017,16,119
351320,2018,9,102
351320,2019,6,113
351330,2012,2,23
351330,2013,2,23
351330,2014,2,15
351330,2015,1,23
351330,2016,0,26
351330,2017,0,28
351330,2018,1,26
351330,2019,0,14
351340,2012,80,1069
351340,2013,66,992
351340,2014,90,1061
351340,2015,81,1016
351340,2016,81,929
351340,2017,72,915
351340,2018,71,896
351340,2019,71,860
351350,2012,162,1944
351350,2013,134,1845
351350,2014,157,1855
351350,2015,155,1874
351350,2016,128,1646
351350,2017,124,1593
351350,2018,117,1577
351350,2019,132,1443
351360,2012,28,258
351360,2013,11,220
351360,2014,9,219
351360,2015,16,217
351360,2016,14,224
351360,2017,10,239
351360,2018,16,245
351360,2019,18,258
351370,2012,23,382
351370,2013,20,392
351370,2014,19,354
351370,2015,25,371
351370,2016,21,325
351370,2017,28,357
351370,2018,22,354
351370,2019,23,335
351380,2012,546,6322
351380,2013,501,6181
351380,2014,502,6222
351380,2015,509,6189
351380,2016,466,5912
351380,2017,472,5759
351380,2018,439,5478
351380,2019,455,5309
351385,2012,2,13
351385,2013,2,34
351385,2014,1,16
351385,2015,1,13
351385,2016,1,18
351385,2017,1,13
351385,2018,3,13
351385,2019,0,15
351390,2012,8,138
351390,2013,9,144
351390,2014,5,119
351390,2015,1,125
351390,2016,5,121
351390,2017,5,114
351390,2018,7,127
351390,2019,13,133
351400,2012,11,109
351400,2013,7,119
351400,2014,11,126
351400,2015,7,121
351400,2016,5,94
351400,2017,4,120
351400,2018,11,99
351400,2019,8,95
351410,2012,28,357
351410,2013,22,340
351410,2014,29,361
351410,2015,20,343
351410,2016,26,344
351410,2017,22,325
351410,2018,18,321
351410,2019,26,295
351420,2012,1,14
351420,2013,2,20
351420,2014,1,26
351420,2015,2,16
351420,2016,1,14
351420,2017,0,25
351420,2018,0,17
351420,2019,2,22
351430,2012,7,89
351430,2013,3,80
351430,2014,5,71
351430,2015,10,97
351430,2016,7,96
351430,2017,5,90
351430,2018,6,81
351430,2019,2,88
351440,2012,17,490
351440,2013,27,447
351440,2014,32,475
351440,2015,26,470
351440,2016,38,501
351440,2017,38,478
351440,2018,32,492
351440,2019,25,486
351450,2012,15,147
351450,2013,11,137
351450,2014,11,134
351450,2015,15,134
351450,2016,9,118
351450,2017,11,147
351450,2018,16,133
351450,2019,8,140
351460,2012,7,97
351460,2013,8,91
351460,2014,7,100
351460,2015,6,113
351460,2016,6,101
351460,2017,5,95
351460,2018,10,128
351460,2019,7,104
351470,2012,8,82
351470,2013,7,59
351470,2014,12,67
351470,2015,3,82
351470,2016,9,86
351470,2017,7,81
351470,2018,7,87
351470,2019,6,81
351480,2012,13,205
351480,2013,16,225
351480,2014,10,210
351480,2015,12,230
351480,2016,11,211
351480,2017,12,200
351480,2018,12,229
351480,2019,9,181
351490,2012,20,243
351490,2013,14,176
351490,2014,10,199
351490,2015,19,222
351490,2016,15,192
351490,2017,14,203
351490,2018,17,211
351490,2019,10,201
351492,2012,3,32
351492,2013,4,39
351492,2014,2,44
351492,2015,4,41
351492,2016,5,38
351492,2017,0,26
351492,2018,3,34
351492,2019,5,33
351495,2012,2,18
351495,2013,2,23
351495,2014,3,19
351495,2015,1,18
351495,2016,3,20
351495,2017,2,18
351495,2018,1,24
351495,2019,2,23
351500,2012,362,4477
351500,2013,377,4464
351500,2014,355,4477
351500,2015,316,4419
351500,2016,335,4148
351500,2017,364,4211
351500,2018,344,4116
351500,2019,362,3912
351510,2012,98,956
351510,2013,67,955
351510,2014,67,906
351510,2015,80,992
351510,2016,80,959
351510,2017,67,983
351510,2018,79,941
351510,2019,78,837
351512,2012,1,30
351512,2013,1,25
351512,2014,3,25
351512,2015,3,40
351512,2016,1,19
351512,2017,2,30
351512,2018,0,33
351512,2019,3,33
351515,2012,14,236
351515,2013,25,238
351515,2014,17,242
351515,2015,31,275
351515,2016,17,246
351515,2017,20,267
351515,2018,21,272
351515,2019,14,258
351518,2012,33,457
351518,2013,44,480
351518,2014,46,476
351518,2015,52,437
351518,2016,44,412
351518,2017,49,464
351518,2018,51,465
351518,2019,37,425
351519,2012,13,69
351519,2013,5,51
351519,2014,4,54
351519,2015,6,64
351519,2016,4,52
351519,2017,3,53
351519,2018,6,56
351519,2019,7,76
351520,2012,6,82
351520,2013,6,88
351520,2014,8,104
351520,2015,3,93
351520,2016,5,77
351520,2017,9,107
351520,2018,4,82
351520,2019,9,95
351530,2012,4,35
351530,2013,3,42
351530,2014,0,26
351530,2015,5,50
351530,2016,4,31
351530,2017,2,39
351530,2018,3,30
351530,2019,1,38
351535,2012,11,120
351535,2013,7,130
351535,2014,7,102
351535,2015,8,118
351535,2016,7,105
351535,2017,4,104
351535,2018,8,107
351535,2019,11,98
351540,2012,12,184
351540,2013,17,186
351540,2014,14,198
351540,2015,14,221
351540,2016,14,196
351540,2017,8,178
351540,2018,15,208
351540,2019,13,224
351550,2012,47,736
351550,2013,60,747
351550,2014,52,776
351550,2015,52,842
351550,2016,33,684
351550,2017,45,783
351550,2018,36,780
351550,2019,34,728
351560,2012,10,59
351560,2013,2,39
351560,2014,3,48
351560,2015,5,50
351560,2016,4,51
351560,2017,3,65
351560,2018,7,56
351560,2019,0,48
351565,2012,2,15
351565,2013,2,20
351565,2014,1,18
351565,2015,2,12
351565,2016,0,18
351565,2017,1,18
351565,2018,2,23
351565,2019,0,15
351570,2012,248,2854
351570,2013,225,2796
351570,2014,212,2704
351570,2015,245,3132
351570,2016,231,2911
351570,2017,195,2845
351570,2018,225,2792
351570,2019,208,2728
351580,2012,1,15
351580,2013,1,17
351580,2014,1,22
351580,2015,0,13
351580,2016,2,18
351580,2017,3,21
351580,2018,0,12
351580,2019,1,15
351590,2012,2,17
351590,2013,1,28
351590,2014,2,24
351590,2015,0,33
351590,2016,1,18
351590,2017,2,26
351590,2018,3,27
351590,2019,0,14
351600,2012,10,129
351600,2013,6,110
351600,2014,6,119
351600,2015,6,125
351600,2016,9,100
351600,2017,11,128
351600,2018,3,93
351600,2019,5,108
351610,2012,3,35
351610,2013,2,37
351610,2014,1,40
351610,2015,3,38
351610,2016,2,34
351610,2017,2,33
351610,2018,0,21
351610,2019,1,31
351620,2012,339,4369
351620,2013,384,4517
351620,2014,409,4726
351620,2015,435,4774
351620,2016,465,4842
351620,2017,432,4885
351620,2018,414,4848
351620,2019,425,4520
351630,2012,238,2772
351630,2013,302,2882
351630,2014,250,3004
351630,2015,264,3043
351630,2016,237,2860
351630,2017,240,2859
351630,2018,242,2802
351630,2019,212,2780
351640,2012,164,2092
351640,2013,175,2026
351640,2014,179,2193
351640,2015,211,2328
351640,2016,192,2194
351640,2017,190,2269
351640,2018,171,2164
351640,2019,174,2094
351650,2012,3,34
351650,2013,3,43
351650,2014,6,28
351650,2015,0,32
351650,2016,3,26
351650,2017,2,25
351650,2018,4,36
351650,2019,1,22
351660,2012,5,77
351660,2013,6,68
351660,2014,8,72
351660,2015,3,67
351660,2016,8,63
351660,2017,6,75
351660,2018,3,77
351660,2019,4,62
351670,2012,33,510
351670,2013,38,532
351670,2014,38,540
351670,2015,47,536
351670,2016,32,501
351670,2017,42,517
351670,2018,39,519
351670,2019,42,502
351680,2012,7,54
351680,2013,7,49
351680,2014,3,40
351680,2015,2,44
351680,2016,2,49
351680,2017,3,45
351680,2018,3,33
351680,2019,2,29
351685,2012,2,56
351685,2013,7,64
351685,2014,7,60
351685,2015,5,59
351685,2016,7,55
351685,2017,4,69
351685,2018,3,61
351685,2019,0,78
351690,2012,6,104
351690,2013,8,124
351690,2014,10,130
351690,2015,6,100
351690,2016,11,109
351690,2017,8,120
351690,2018,12,121
351690,2019,5,93
351700,2012,4,104
351700,2013,13,109
351700,2014,9,117
351700,2015,10,123
351700,2016,10,104
351700,2017,7,98
351700,2018,3,90
351700,2019,7,86
351710,2012,3,54
351710,2013,4,57
351710,2014,3,63
351710,2015,6,61
351710,2016,1,35
351710,2017,5,58
351710,2018,3,53
351710,2019,2,49
351720,2012,9,162
351720,2013,8,126
351720,2014,20,150
351720,2015,16,133
351720,2016,11,160
351720,2017,12,148
351720,2018,10,136
351720,2019,7,140
351730,2012,9,100
351730,2013,10,78
351730,2014,6,67
351730,2015,3,69
351730,2016,10,78
351730,2017,9,85
351730,2018,6,50
351730,2019,1,72
351740,2012,43,464
351740,2013,43,460
351740,2014,42,468
351740,2015,43,438
351740,2016,40,430
351740,2017,56,460
351740,2018,53,445
351740,2019,46,481
351750,2012,14,210
351750,2013,20,196
351750,2014,20,222
351750,2015,18,244
351750,2016,17,254
351750,2017,19,238
351750,2018,21,242
351750,2019,16,230
351760,2012,25,245
351760,2013,21,248
351760,2014,23,241
351760,2015,19,253
351760,2016,14,220
351760,2017,19,266
351760,2018,18,255
351760,2019,24,239
351770,2012,15,231
351770,2013,21,214
351770,2014,20,245
351770,2015,27,261
351770,2016,12,181
351770,2017,18,235
351770,2018,15,224
351770,2019,21,215
351780,2012,4,81
351780,2013,6,74
351780,2014,6,71
351780,2015,4,77
351780,2016,4,78
351780,2017,2,66
351780,2018,2,75
351780,2019,7,71
351790,2012,4,117
351790,2013,10,124
351790,2014,7,112
351790,2015,7,111
351790,2016,11,90
351790,2017,12,121
351790,2018,8,104
351790,2019,5,114
351800,2012,4,16
351800,2013,2,16
351800,2014,2,23
351800,2015,2,20
351800,2016,0,17
351800,2017,0,11
351800,2018,3,25
351800,2019,4,24
351810,2012,9,92
351810,2013,6,72
351810,2014,8,68
351810,2015,5,73
351810,2016,7,74
351810,2017,7,86
351810,2018,7,80
351810,2019,9,63
351820,2012,31,390
351820,2013,26,376
351820,2014,26,375
351820,2015,31,406
351820,2016,28,375
351820,2017,32,354
351820,2018,19,333
351820,2019,23,343
351830,2012,20,398
351830,2013,29,403
351830,2014,29,418
351830,2015,32,415
351830,2016,32,409
351830,2017,31,398
351830,2018,25,400
351830,2019,29,406
351840,2012,104,1384
351840,2013,116,1384
351840,2014,115,1494
351840,2015,108,1426
351840,2016,101,1355
351840,2017,103,1483
351840,2018,101,1449
351840,2019,140,1522
351850,2012,13,136
351850,2013,4,151
351850,2014,7,158
351850,2015,9,114
351850,2016,7,151
351850,2017,11,146
351850,2018,12,179
351850,2019,12,158
351860,2012,59,549
351860,2013,45,575
351860,2014,40,522
351860,2015,29,482
351860,2016,40,489
351860,2017,40,492
351860,2018,42,506
351860,2019,28,466
351870,2012,365,4818
351870,2013,358,4546
351870,2014,331,4575
351870,2015,383,4613
351870,2016,342,4352
351870,2017,370,4317
351870,2018,348,4385
351870,2019,325,4041
351880,2012,1733,21019
351880,2013,1703,20820
351880,2014,1677,21320
351880,2015,1739,21737
351880,2016,1684,20447
351880,2017,1617,20686
351880,2018,1782,20640
351880,2019,1730,19948
351885,2012,2,101
351885,2013,8,79
351885,2014,9,112
351885,2015,12,106
351885,2016,8,86
351885,2017,8,110
351885,2018,2,85
351885,2019,10,101
351890,2012,5,66
351890,2013,8,61
351890,2014,6,59
351890,2015,2,62
351890,2016,5,62
351890,2017,3,53
351890,2018,3,51
351890,2019,2,47
351900,2012,9,116
351900,2013,13,94
351900,2014,12,102
351900,2015,10,108
351900,2016,8,101
351900,2017,8,104
351900,2018,8,86
351900,2019,13,116
351905,2012,9,182
351905,2013,18,157
351905,2014,7,187
351905,2015,13,216
351905,2016,11,202
351905,2017,14,215
351905,2018,23,202
351905,2019,11,177
351907,2012,228,2859
351907,2013,222,2901
351907,2014,209,2963
351907,2015,226,3074
351907,2016,219,3004
351907,2017,225,3012
351907,2018,219,2985
351907,2019,228,2877
351910,2012,10,101
351910,2013,7,125
351910,2014,12,154
351910,2015,12,161
351910,2016,10,122
351910,2017,12,131
351910,2018,14,135
351910,2019,11,149
351920,2012,9,68
351920,2013,3,74
351920,2014,5,66
351920,2015,3,59
351920,2016,5,47
351920,2017,1,54
351920,2018,6,66
351920,2019,7,63
351925,2012,4,56
351925,2013,6,80
351925,2014,3,75
351925,2015,8,74
351925,2016,10,99
351925,2017,4,70
351925,2018,4,66
351925,2019,3,73
351930,2012,40,507
351930,2013,40,490
351930,2014,38,511
351930,2015,28,475
351930,2016,33,474
351930,2017,42,492
351930,2018,24,514
351930,2019,39,498
351940,2012,12,108
351940,2013,9,123
351940,2014,10,172
351940,2015,9,130
351940,2016,7,142
351940,2017,11,144
351940,2018,8,128
351940,2019,10,139
351950,2012,4,90
351950,2013,4,91
351950,2014,3,70
351950,2015,9,72
351950,2016,3,72
351950,2017,5,65
351950,2018,4,76
351950,2019,3,59
351960,2012,65,697
351960,2013,50,677
351960,2014,51,717
351960,2015,46,766
351960,2016,55,694
351960,2017,41,718
351960,2018,54,763
351960,2019,51,743
351970,2012,87,1024
351970,2013,73,1058
351970,2014,87,1054
351970,2015,86,1089
351970,2016,76,1130
351970,2017,80,1154
351970,2018,62,1021
351970,2019,69,1034
351980,2012,5,89
351980,2013,11,102
351980,2014,9,93
351980,2015,9,111
351980,2016,11,89
351980,2017,7,110
351980,2018,5,100
351980,2019,6,87
351990,2012,10,91
351990,2013,12,99
351990,2014,7,92
351990,2015,6,110
351990,2016,5,90
351990,2017,3,96
351990,2018,5,102
351990,2019,7,76
352000,2012,24,292
352000,2013,15,275
352000,2014,27,287
352000,2015,24,266
352000,2016,20,266
352000,2017,27,285
352000,2018,23,288
352000,2019,26,272
352010,2012,20,304
352010,2013,24,291
352010,2014,19,306
352010,2015,21,315
352010,2016,18,294
352010,2017,21,342
352010,2018,25,312
352010,2019,28,294
352020,2012,5,123
352020,2013,9,135
352020,2014,11,128
352020,2015,12,126
352020,2016,13,122
352020,2017,9,114
352020,2018,13,140
352020,2019,10,135
352030,2012,33,381
352030,2013,15,330
352030,2014,21,310
352030,2015,19,384
352030,2016,23,357
352030,2017,28,356
352030,2018,19,359
352030,2019,21,323
352040,2012,26,447
352040,2013,25,434
352040,2014,28,437
352040,2015,23,460
352040,2016,25,476
352040,2017,36,522
352040,2018,27,494
352040,2019,41,527
352042,2012,12,110
352042,2013,10,114
352042,2014,9,132
352042,2015,9,154
352042,2016,9,147
352042,2017,10,153
352042,2018,11,170
352042,2019,7,146
352044,2012,18,291
352044,2013,18,276
352044,2014,20,281
352044,2015,14,274
352044,2016,24,285
352044,2017,11,277
352044,2018,20,251
352044,2019,18,238
352050,2012,211,2911
352050,2013,210,2909
352050,2014,247,3034
352050,2015,220,3018
352050,2016,210,2990
352050,2017,246,3094
352050,2018,249,3275
352050,2019,205,3122
352060,2012,6,65
352060,2013,7,61
352060,2014,6,67
352060,2015,7,61
352060,2016,4,50
352060,2017,3,55
352060,2018,6,70
352060,2019,6,56
352070,2012,4,40
352070,2013,1,33
352070,2014,3,44
352070,2015,2,49
352070,2016,0,31
352070,2017,1,37
352070,2018,2,39
352070,2019,2,34
352080,2012,4,34
352080,2013,2,41
352080,2014,2,37
352080,2015,3,34
352080,2016,5,37
352080,2017,3,34
352080,2018,4,43
352080,2019,4,23
352090,2012,10,196
352090,2013,13,154
352090,2014,15,176
352090,2015,10,146
352090,2016,19,167
352090,2017,23,187
352090,2018,13,182
352090,2019,18,184
352100,2012,30,353
352100,2013,27,342
352100,2014,25,354
352100,2015,36,399
352100,2016,29,324
352100,2017,34,334
352100,2018,23,311
352100,2019,38,355
352110,2012,9,122
352110,2013,8,96
352110,2014,11,114
352110,2015,9,99
352110,2016,11,87
352110,2017,9,102
352110,2018,8,86
352110,2019,8,79
352115,2012,7,73
352115,2013,3,53
352115,2014,7,50
352115,2015,4,70
352115,2016,8,68
352115,2017,2,55
352115,2018,8,87
352115,2019,5,81
352120,2012,2,44
352120,2013,5,61
352120,2014,7,70
352120,2015,3,49
352120,2016,3,57
352120,2017,3,65
352120,2018,1,49
352120,2019,3,43
352130,2012,17,191
352130,2013,13,177
352130,2014,16,167
352130,2015,16,189
352130,2016,11,161
352130,2017,26,185
352130,2018,18,173
352130,2019,17,167
352140,2012,22,210
352140,2013,17,224
352140,2014,15,272
352140,2015,17,242
352140,2016,17,268
352140,2017,19,224
352140,2018,17,281
352140,2019,25,247
352150,2012,7,92
352150,2013,5,78
352150,2014,10,96
352150,2015,6,75
352150,2016,7,82
352150,2017,5,74
352150,2018,6,86
352150,2019,3,74
352160,2012,5,73
352160,2013,3,64
352160,2014,3,62
352160,2015,5,66
352160,2016,3,56
352160,2017,6,80
352160,2018,1,64
352160,2019,3,64
352170,2012,27,220
352170,2013,24,235
352170,2014,23,245
352170,2015,22,262
352170,2016,12,202
352170,2017,21,213
352170,2018,16,210
352170,2019,17,255
352180,2012,25,359
352180,2013,26,319
352180,2014,23,317
352180,2015,24,291
352180,2016,26,288
352180,2017,24,326
352180,2018,23,332
352180,2019,26,323
352190,2012,15,157
352190,2013,18,159
352190,2014,16,145
352190,2015,11,143
352190,2016,15,161
352190,2017,21,168
352190,2018,11,162
352190,2019,18,228
352200,2012,0,40
352200,2013,2,38
352200,2014,1,32
352200,2015,3,41
352200,2016,2,41
352200,2017,0,32
352200,2018,3,40
352200,2019,3,35
352210,2012,109,1451
352210,2013,100,1414
352210,2014,108,1391
352210,2015,114,1407
352210,2016,71,1312
352210,2017,112,1500
352210,2018,101,1426
352210,2019,92,1302
352215,2012,2,35
352215,2013,4,45
352215,2014,4,43
352215,2015,1,40
352215,2016,5,40
352215,2017,2,40
352215,2018,1,46
352215,2019,2,39
352220,2012,264,2925
352220,2013,255,2863
352220,2014,239,2862
352220,2015,219,2819
352220,2016,200,2621
352220,2017,227,2723
352220,2018,190,2604
352220,2019,214,2487
352230,2012,145,2063
352230,2013,146,2085
352230,2014,126,2087
352230,2015,129,2182
352230,2016,138,2032
352230,2017,159,2128
352230,2018,125,2157
352230,2019,153,2066
352240,2012,116,1381
352240,2013,99,1388
352240,2014,121,1415
352240,2015,106,1471
352240,2016,104,1390
352240,2017,106,1351
352240,2018,116,1404
352240,2019,108,1422
352250,2012,365,3904
352250,2013,360,4042
352250,2014,315,4241
352250,2015,350,4372
352250,2016,328,3998
352250,2017,360,4269
352250,2018,332,4049
352250,2019,359,3911
352260,2012,47,795
352260,2013,69,761
352260,2014,57,804
352260,2015,53,843
352260,2016,58,777
352260,2017,50,790
352260,2018,52,828
352260,2019,61,791
352265,2012,3,50
352265,2013,7,50
352265,2014,3,53
352265,2015,4,64
352265,2016,4,58
352265,2017,4,70
352265,2018,1,59
352265,2019,7,74
352270,2012,41,515
352270,2013,49,499
352270,2014,63,478
352270,2015,53,442
352270,2016,45,440
352270,2017,43,443
352270,2018,29,473
352270,2019,33,451
352280,2012,16,215
352280,2013,16,202
352280,2014,13,188
352280,2015,8,194
352280,2016,17,201
352280,2017,10,197
352280,2018,15,165
352280,2019,12,167
352290,2012,9,153
352290,2013,5,157
352290,2014,7,145
352290,2015,15,168
352290,2016,16,180
352290,2017,12,154
352290,2018,14,152
352290,2019,19,189
352300,2012,4,66
352300,2013,5,62
352300,2014,3,58
352300,2015,3,70
352300,2016,3,58
352300,2017,7,76
352300,2018,2,57
352300,2019,4,47
352310,2012,509,5729
352310,2013,481,5598
352310,2014,505,5896
352310,2015,587,6224
352310,2016,531,5985
352310,2017,515,5828
352310,2018,528,5943
352310,2019,520,5747
352320,2012,49,691
352320,2013,50,660
352320,2014,38,628
352320,2015,50,649
352320,2016,46,633
352320,2017,57,639
352320,2018,36,658
352320,2019,36,607
352330,2012,7,173
352330,2013,11,146
352330,2014,9,143
352330,2015,11,149
352330,2016,11,183
352330,2017,15,154
352330,2018,21,207
352330,2019,14,155
352340,2012,88,1362
352340,2013,110,1464
352340,2014,93,1421
352340,2015,99,1449
352340,2016,96,1318
352340,2017,98,1374
352340,2018,97,1417
352340,2019,84,1376
352350,2012,33,314
352350,2013,18,248
352350,2014,22,242
352350,2015,24,283
352350,2016,28,282
352350,2017,12,273
352350,2018,22,237
352350,2019,27,258
352360,2012,10,167
352360,2013,14,167
352360,2014,8,173
352360,2015,9,144
352360,2016,5,144
352360,2017,11,169
352360,2018,15,173
352360,2019,17,159
352370,2012,6,65
352370,2013,8,70
352370,2014,5,66
352370,2015,8,65
352370,2016,5,57
352370,2017,11,68
352370,2018,9,66
352370,2019,4,70
352380,2012,8,81
352380,2013,2,72
352380,2014,6,84
352380,2015,2,82
352380,2016,3,82
352380,2017,7,99
352380,2018,4,85
352380,2019,2,85
352390,2012,180,2436
352390,2013,186,2332
352390,2014,216,2416
352390,2015,174,2389
352390,2016,176,2250
352390,2017,191,2259
352390,2018,197,2190
352390,2019,181,2198
352400,2012,66,812
352400,2013,71,820
352400,2014,65,862
352400,2015,68,876
352400,2016,71,873
352400,2017,64,832
352400,2018,51,842
352400,2019,70,847
352410,2012,43,462
352410,2013,35,426
352410,2014,33,428
352410,2015,32,484
352410,2016,24,404
352410,2017,29,465
352410,2018,33,441
352410,2019,22,424
352420,2012,4,80
352420,2013,5,88
352420,2014,7,49
352420,2015,1,62
352420,2016,8,71
352420,2017,9,56
352420,2018,7,68
352420,2019,4,62
352430,2012,78,863
352430,2013,62,790
352430,2014,63,834
352430,2015,69,858
352430,2016,54,755
352430,2017,58,752
352430,2018,60,765
352430,2019,67,735
352440,2012,258,3189
352440,2013,243,3126
352440,2014,248,3299
352440,2015,261,3220
352440,2016,231,3024
352440,2017,205,2996
352440,2018,218,2942
352440,2019,215,2813
352450,2012,4,82
352450,2013,5,81
352450,2014,3,73
352450,2015,3,92
352450,2016,8,84
352450,2017,6,95
352450,2018,2,89
352450,2019,5,92
352460,2012,12,222
352460,2013,9,224
352460,2014,7,256
352460,2015,10,248
352460,2016,15,265
352460,2017,22,257
352460,2018,12,235
352460,2019,10,228
352470,2012,35,663
352470,2013,57,698
352470,2014,45,662
352470,2015,65,845
352470,2016,58,748
352470,2017,52,788
352470,2018,63,801
352470,2019,49,755
352480,2012,29,502
352480,2013,41,518
352480,2014,42,526
352480,2015,51,525
352480,2016,52,530
352480,2017,43,501
352480,2018,34,482
352480,2019,35,507
352490,2012,7,56
352490,2013,10,82
352490,2014,4,69
352490,2015,4,76
352490,2016,6,72
352490,2017,7,65
352490,2018,3,71
352490,2019,6,67
352500,2012,107,1688
352500,2013,130,1689
352500,2014,130,1809
352500,2015,137,1864
352500,2016,113,1735
352500,2017,125,1746
352500,2018,138,1641
352500,2019,135,1569
352510,2012,51,492
352510,2013,52,561
352510,2014,27,479
352510,2015,36,564
352510,2016,42,544
352510,2017,50,605
352510,2018,47,575
352510,2019,52,561
352520,2012,26,366
352520,2013,29,411
352520,2014,34,451
352520,2015,34,465
352520,2016,28,383
352520,2017,42,466
352520,2018,51,469
352520,2019,42,482
352530,2012,130,1613
352530,2013,127,1554
352530,2014,138,1682
352530,2015,138,1737
352530,2016,120,1632
352530,2017,111,1601
352530,2018,137,1634
352530,2019,112,1501
352540,2012,5,39
352540,2013,2,35
352540,2014,2,31
352540,2015,4,46
352540,2016,3,43
352540,2017,5,36
352540,2018,4,46
352540,2019,3,25
352550,2012,13,139
352550,2013,12,138
352550,2014,11,126
352550,2015,9,154
352550,2016,4,135
352550,2017,14,136
352550,2018,14,153
352550,2019,8,151
352560,2012,3,53
352560,2013,4,60
352560,2014,2,48
352560,2015,9,78
352560,2016,9,76
352560,2017,2,58
352560,2018,3,52
352560,2019,1,49
352570,2012,51,455
352570,2013,28,417
352570,2014,26,425
352570,2015,39,446
352570,2016,37,435
352570,2017,38,455
352570,2018,31,429
352570,2019,34,441
352580,2012,2,63
352580,2013,4,62
352580,2014,5,64
352580,2015,8,59
352580,2016,6,66
352580,2017,7,56
352580,2018,3,54
352580,2019,7,63
352585,2012,7,45
352585,2013,1,35
352585,2014,2,32
352585,2015,1,33
352585,2016,2,52
352585,2017,3,35
352585,2018,0,36
352585,2019,6,40
352590,2012,375,5253
352590,2013,416,5332
352590,2014,359,5265
352590,2015,390,5699
352590,2016,411,5665
352590,2017,485,5876
352590,2018,433,6168
352590,2019,432,5974
352600,2012,13,230
352600,2013,16,249
352600,2014,13,234
352600,2015,14,239
352600,2016,14,228
352600,2017,14,219
352600,2018,9,234
352600,2019,13,229
352610,2012,16,282
352610,2013,18,308
352610,2014,18,327
352610,2015,15,282
352610,2016,18,261
352610,2017,12,274
352610,2018,14,276
352610,2019,19,275
352620,2012,44,437
352620,2013,49,454
352620,2014,27,430
352620,2015,38,467
352620,2016,37,450
352620,2017,35,448
352620,2018,33,472
352620,2019,35,441
352630,2012,2,36
352630,2013,5,33
352630,2014,3,25
352630,2015,2,36
352630,2016,3,38
352630,2017,2,38
352630,2018,1,37
352630,2019,2,55
352640,2012,23,340
352640,2013,33,342
352640,2014,39,392
352640,2015,23,352
352640,2016,29,390
352640,2017,29,328
352640,2018,31,403
352640,2019,14,347
352650,2012,0,59
352650,2013,3,46
352650,2014,4,42
352650,2015,4,52
352650,2016,3,41
352650,2017,6,69
352650,2018,4,43
352650,2019,3,41
352660,2012,9,113
352660,2013,5,98
352660,2014,10,98
352660,2015,4,112
352660,2016,7,95
352660,2017,7,101
352660,2018,6,99
352660,2019,7,82
352670,2012,95,1236
352670,2013,104,1211
352670,2014,117,1275
352670,2015,79,1217
352670,2016,92,1161
352670,2017,90,1173
352670,2018,89,1171
352670,2019,91,1078
352680,2012,58,801
352680,2013,62,852
352680,2014,74,938
352680,2015,60,883
352680,2016,46,763
352680,2017,68,834
352680,2018,62,814
352680,2019,55,799
352690,2012,305,3566
352690,2013,291,3429
352690,2014,298,3511
352690,2015,304,3510
352690,2016,288,3496
352690,2017,320,3546
352690,2018,282,3789
352690,2019,279,3424
352700,2012,3,82
352700,2013,8,80
352700,2014,2,77
352700,2015,7,76
352700,2016,8,64
352700,2017,3,68
